ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Part_Of_Speech,Source,Media_ID,Discont_NP,Syntactic_Role
convchur-072,mak,"mmm, mödöjemmaja ñöödö Adamu na denña, wekammaadü",mmm	mödöje=mmaja	ñöödö	Adamu	na	de'a	w-ekamma-a=dü,mmm	así=también	DEMan	Ramón	3.COP	también	1SG-contar-NPST=REL,"Sí, así mismo está Ramón (pensando lo mismo), digo yo",,*ñöödö* combining with a name,interj	ad	ptc	pro	n	v.i.a	ptc	pers-v.t-suf.v=ptc	…,caceresDByekwana,convchur-072,n,
convchur-094,mak,mödöjemmaja küneiyaakö denña mö'dö Maria-Pía katojo. Eduwa küneiya'dü mödöjemmaja yoowanoma küneiya denña,mödöje=mmaja	kün-ei-aakö	de'a	mö'dö	Maria-Pía	ka-tojo	eduwa	kün-ejö-aakö=dü	mödöje=mmaja	i-w-oowanoma-e	kün-ei-i	de'a,así=también	3.PAS-COP-PDI	REIT	DEM1an	Maria	Pía	decir-INSTR	ahora	3/3.PAS-venir-PDI=REL	así=también	3S-INTR-estudiar-SUP	3/3.PAS-COP-PRP	REIT,"Así mismo vino la que le dicen Maria Pía, cuando vino ahora, así mismo vino a estudiar",,,ad	ptc	v.i.a	ptc	pro	n	n	ad	n	ad	ptc	ad	v.i.a	ptc	…,caceresDByekwana,,np,
convchur-108,mak,iyö ya'töi ke,iyö	i-a'töi	ke,DEM	3-silla	QUOT,en su habitat (lit. su silla)  ,,misglossed *ke*,pro	n	part	…,caceresDByekwana,,np_arg,
convchur-116,mak,"küwüüne anajöi'cha ka yawö, kanno medesi natodü ajöiñei'je'da na",küwü-:ne	an-ajöi-'da	ka	yaawö	kanno	müdesi	na=to=dü	0-ajöi-nei-'je-'da	na,1+2-INTENS	NEG-agarrar-NEG	1+2.COP	entonces	DEM1an.PL	niños	3.COP=COLL=REL	3O-agarrar-NZR.3-con-NEG	3.COP,"nosotros no lo agarramos (no continuamos el trabajo), en los jóvenes no hay quien dé el seguimiento",,,pro	adv	v.i.a	ptc	pro	n	v.i.a	ptc=ptc	pers-v.t-suf.v-pp-ptc	v.i.a	…,caceresDByekwana,,np,
convchur-117,mak,tüwü tümennö ñennaajö chöuwö tüwü,tüwü	t-mennö-e	i-mennö-ajö	i-uwö	tüwü,3.SG	AZR-escribir-PTCPe	3O-escribir-PTCP	3-ERG	3.SG,mientras ella sí escribe,,wild,pro	adv	n	posp	pro	…,caceresDByekwana,convchur-117,?,
ctotapmor-001,mak,Iyö... iyö Wa'shadi wekammaanö awa'de.,iyö	iyö	wa'shadi	w-ekamma-aanö	awa'de,DEMin	DEMin	tapir	1S-avisar-PRI	primero,"Eso, ese danto lo que dije primero.",,"this would be an example for a VP that is not necessarily one any more, right?",pro	pro	n	v.t.	ad	…,caceresDByekwana,ctotapmor-001,np_arg,
ctotapmor-002,mak,"Tüwö'düe küna'jaakö, wayamu uwö, wa'shadi,",tüw-ö'dü-e	kün-a'ja-aakö	wayamu	uwö	wa'shadi,PTCP.INTR-decir-PTCPe	3.PAS-COP-PDI	morrocoy	DAT	tapir,"El danto le decía al morrocoy,",,afterthought,adv	v.i.a	n	posp	n	…,caceresDByekwana,ctotapmor-002,n,
ctotapmor-009,mak,"""Edö owoküdü, susu""",edö	o-wokü-dü	susu,DEM1in	2-bebida-POSS.1	seno_con_leche,"""Toma tu teta""",,afterthought,pro	n	n	…,caceresDByekwana,ctotapmor-009,n,
ctotapmor-016,mak,"yööje i'saa'se xxx ""edö owoküdü susu"" tüwö'dü'se küna'jaakö.",yööje	0-i'shaa-'se	xxx	edö	o-wokü-dü	susu	t-w-ö'dü-'se	kün-a'ja-aakö,así	3O-pelar-DES	xxx	DEM1in	2-bebida-POSS.1	seno_con_leche	3.REFL-INTR-decir-DES	3S.PAS-COP-PDI,"así quiso mostrarle (pelar) xxx, quiso decir ""!toma tu teta!"".",,,ad	adv	xxx	pro	n	n	adv	v.i.a	…,caceresDByekwana,ctotapmor-016,np,
ctotapmor-025,mak,"yööje künöömai tüwü wa'shadi,",yööje	kün-ööma-i	tüwü	wa'shadi,así	3S.PAS-morir-PRP	3.SG	tapir,"y así murió el tapir,",,,ad	v.i.a	pro	n	…,caceresDByekwana,ctotapmor-025,np,
ctotapmor-057,mak,"Chamjödü'kö iyö mödö inñüjötüdü naichü, möönü, ña'dudu naichü.",i-kamjö-dü-'kö	iyö	mödö	i-n-üdü-jötü-dü	na-i=dü	möönü	i-n-a'du-dü	na-i=dü,3-ahumado-POSS.1-DIM	DEMin	DEM2in	3-SHR-poner-PL.O-NZR.1	3.COP-IRR=REL	DEM3in	3-SHR-tapar-NZR.1	3.COP-IRR=REL,"Su asadito xxx, lo que es eso sus cositas, aquel lo que es tapado  por él.",,two NPs,n	pro	pro	n	COP-modo=ptc	pro	n	COP-modo=ptc	…,caceresDByekwana,ctotapmor-057,np,
ctotapmor-062,mak,"Iyö, enku'tödü wadödö i'chödü yaawö.",iyö	0-enku'tö-dü	wadödö	i-tö(mö)-dü	yaawö,DEMin	3O-mentir-NZR.1	hacia_3	3S-ir-NZR.1	entonces,¡Claro! ya iba a hacerle la trampa.,,example of non-referential *iyö*,pro	n	pp	n	ptc	…,caceresDByekwana,ctotapmor-062,n,
ctotapmor-074,mak,"Yaawö jeene tüwü mado künaadonkwaakö yaawö, ""¿össa iyö kamjöödü?"" ke, a'ke, tösse'da ñu'kwai.",yaawö	jeene	tüwü	mado	kün-at-adonka-aakö	yaawö	össha	iyö	^-kamjö-dü	ke	a'ke	tösse-'da	i-nu'kwa-i,entonces	INTENS?	3.SG	jaguar	3S.PAS-DTR-revivir-PDI	entonces	dónde	DEMin	1-ahumado-POSS.1	QUOT	nada	lleno?-NEG	3-asadero-POSS.2,"Al rato el tigre ya estaba recuperando ""¿dónde está ese mi asado?"" dijo, nada, vacio.",,two 'NPs': *tüwü mado* and *iyö kamjöödü*,ptc	ptc	pro	n	v.t.	ptc	interr	pro	n	ptc	ad	adv	n	…,caceresDByekwana,ctotapmor-074,np,
ctoyude-001,mak,"eetönnomma wekamma, iyö wa'to ei'jüdüjonno",eetö-nno-mma	w-ekamma-a	iyö	wa'to	0-ei-'jüdü=jo-nno,aquí-desde-EXCL	1/3-contar-NPST	DEMin	leña	3O-COP-PAS.NZR=en-desde,voy a contar desde la busqueda del fuego,,,deict-pp-ptc	v	pro	n	n	…,caceresDByekwana,ctoyude-001,np,
ctoyude-010b,mak,¿önökü ñöödö chaamutonkomo?,önökü	ñöödö	i-tamu-0-tomo=komo,quién	DEMan	3-abuelo-POSS.3-PL.ANIM=PL,quien era el abuelo de ellos,,*ñöödö chaamutonkomo* looks like an 'NP',pro	pro	n	…,caceresDByekwana,ctoyude-010b,?,
ctoyude-013,mak,"iyö anoto jökkö, ememmekü'se yeichükomo, ka'sai nakö'aadüje",iyö	anoto	jökkö	0-ememmekü-'se	i-w-ei-dü=komo	ka'sai	n-akötö-a=:düje,DEMin	día	cuando	3O-robar-DES	3S-INTR-COP-NZR.1=PL	caribe	3/3-cortar-NPST=COMPAR,"desde ese día que quisieron robar, los caribes cortan los anzuelos",,*iyö anoto jökkö*,pro	n	pp	adv	n	n	v	…,caceresDByekwana,ctoyude-013,np_arg,
ctoyude-024,mak,"yöötö a'ke küntü'tai ñöödö yakono yaawö, ""¿aakene?"" ke, ""¿aakene winñakaanö?"" ke",yöötö	a'ke	kün-tü'ta-i	ñöödö	y-akono-0	yaawö	aakene	ke	aakene	w-inñaka-a-nö	ke,allá.3	nada	3S.DIS-darse_cuenta-PRP	DEMan	3-hermano_menor-POSS.3	entonces	cómo	QUOT	como	1/3-recuperar-NPST-INTR	QUOT,ahí ese su hermano pensó: ¿cómo?  ¿cómo lo voy a recuperar?,,,deict	ad	v.i.o	pro	n	ptc	interr	ptc	interr	n	ptc	…,caceresDByekwana,ctoyude-024,np,
ctoyude-040,mak,"küntü'tameküicho yaawö, tüwü, Sichömüna künöönu'kwai yaawö",kün-tü'tammekü-i=to	yaawö	tüwü	Sichömüna	kün-öönu'ka-i	yaawö,3/3.DIS-planear-PRP=COLL	entonces	3.SG	El_que_tiene_niguas	3S.DIS-sacar_ojo-PRP	entonces,Planearon algo y Sichomüna se sacó un ojo,,Interesting interjected *tüwü*,v	ptc	pro	n	v.i.a	ptc	…,caceresDByekwana,ctoyude-040,n,
ctoyude-045,mak,tönudu se'ne yeiyattöimma tüwü ñootü küna'ja'dünane yawö,t-önu-dü	se'ne	i-w-ei-aatöi-mma	tüwü	i-nootü-0	kün-a'ja-aakö	dünane	yaawö,3.REFL-ojo-POSS.1	enfermo	3S-INTR-COP-CTRF-EXCL	3.SG	3-abuela-POSS.3	3S.DIS-COP-PDI	entonces	entonces,la abuela creía que él estaba enfermo de los ojos,,is *tüwü* 'él'?,n	ad	pers-pref.v-v.i.a-azr-ptc	pro	n	v.i.a	ptc	ptc	…,caceresDByekwana,ctoyude-045,?,
ctoyude-050,mak,yööje künedantoicho mö'dö tünootütonkomo yaawö,yööje	kün-edantö-i=to	mö'dö	t-nootü-0-tomo=komo	yaawö,así	3/3.DIS-encontrar-PRP=COLL	DEM1an	3.REFL-abuela-POSS.3-PL.ANIM=PL	entonces,Así descubrieron a su abuela,,,ad	v	pro	n	ptc	…,caceresDByekwana,ctoyude-050,np,
ctoyude-057,mak,uu ekauwüdüje tüwü ñootütonkomo,uu	0-ekauwü-dü=je	tüwü	i-nootü-0-tomo=komo,casabe	3O-aplanar-NZR.1=ATRB	3.SG	3-abuela-POSS.3-PL.ANIM	Pl,su abuela estaba haciendo casabe,,,n	adv	ad	pro	n	part	…,caceresDByekwana,ctoyude-057,np,
ctoyude-086b,mak,"künaamödetai yawö, ñöödö yakono, sadduje",kün-aamödeta-i	yaawö	ñöödö	y-akono-0	saddu=je,3/3.DIS-convertirse-PRP	entonces	DEMan	3-hermano_menor-POSS.3	grama=ATRB,y entonces el hermano menor se convirtió en grama,,,v.i.a	ptc	pro	n	adv	…,caceresDByekwana,ctoyude-086b,np,
ctoyude-087,mak,"künaamödetai tüwü, yui, sokkojatooje, yöönu'tojoje",kün-aamödeta-i	tüwü	i-dui-0	sokkojato=je	i-w-onuku-tojo=je,3/3.DIS-convertirse-PRP	3.SG	3-herm_mayor-POSS.3	agua_embarrada=ATRB	3S-INTR-subir-INSTR=ATRB,el hermano mayor se convirtió en charco para que se subiera,,afterthought -- audio?,v.i.a	pro	n	adv	adv	…,caceresDByekwana,ctoyude-087,n,
ctoyude-089,mak,"saddu de'köi numa'da künönkui, saddu de'wöno wönkuduune tüwü yadiwe yeiyajö",saddu	de'köi	numa-'da	kün-onuku-i	saddu	de'wö-no	w-onuku-dü-:ne	tüwü	yadiwe	i-w-ei-ajö,grama	encima	largo_tiempo-NEG	3S.DIS-subir-PRP	grama	sobre-NZR.PP	INTR-subir-NZR.1-INTENS	3.SG	baba	3S-INTR-COP-PTCP,se subió rápido en la grama porque siempre Yadiwe se está subiendo en la grama,,,n	pp	adv	v.i.o	n	pp-suf.pp	pref.v-v.i.o-suf.v-ptc	pro	n	n	…,caceresDByekwana,ctoyude-089,np,
ctoyude-091,mak,"yööje yeijökkö, tönuke'da Yadiwe na yawö, iyö wa'to niya'kwajüdü mödö yaawö",yööje	i-w-ei	jökkö	t-önu-ke-'da	yadiwe	na	yaawö	iyö	wa'to	n-ya'kwa-'jüdü	mödö	yaawö,así	3S-INTR-COP	porque	AZR-ojo-INSTR-NEG	baba	3.COP	entonces	DEMin	leña	SHR-quemar-PAS.NZR	DEM2in	entonces,"por eso es que el Yadiwe está ciego, porque lo quemó la leña",,,ad	v.i.a	pp	azr-n-Azr-ptc	n	v.i.a	ptc	pro	n	nzr-v.t-nzr	pro	ptc	…,caceresDByekwana,ctoyude-091,np,
ctoyude-093,mak,yööje mödö tumudu künakoichai yawö,yööje	mödö	t-mudu-0	kün-akoicha-i	yaawö,así	DEM2in	3.REFL-lengua-POSS.3	3/3.DIS-terminar-PRP	entonces,así fue que la lengua se le gastó,,*mödö tumudu*,ad	pro	n	v.t.	ptc	…,caceresDByekwana,ctoyude-093,np,
ctoyude-105,mak,"numatojünü künö'töi chenña naane yawö, dukkwöjü jona künö'töi, tüwü wokkiya",numa-ato-jünü	kün-ö'tö-i	de'a	naane	yaawö	dukkwöjü	jona	kün-ö'tö-i	tüwü	wokkiya,largo_tiempo-NZR.5-NEG	3S.DIS-bajar-PRP	REIT	???	entonces	árbol_sp	sobre	3S.DIS-bajar-PRP	3.SG	guacharaca,la guacharaca rápidamente bajó al [dukojü],,,ad	v.i.o	ptc	ptc	ptc	n	pp	v.i.o	pro	n	…,caceresDByekwana,ctoyude-105,np,
ctoyude-107,mak,"iyö wa'to niya'kwajoodü edö, chöönü seweiche naichü yawö",iyö	wa'to	n-ya'kwa-joo-dü	edö	i-önü-0	seweiche	na-i=dü	yaawö,DEMin	leña	SHR-quemar-CAUS-NZR.1	DEM1in	3-garganta-POSS.3	rojo	3.COP-IRR=REL	entonces,"la leña lo quemó, por eso su garganta es roja",,,pro	n	n	pro	n	ad	COP-modo=ptc	ptc	…,caceresDByekwana,ctoyude-107,np,
ctoyude-112b,mak,wa'to dö'ja naane mödö,wa'to	dö'ja	naane	mödö,leña	esta_vez	???	DEM2in,,,missing translation,n	ptc	ptc	pro	…,caceresDByekwana,ctoyude-112b,?,
ctoyude-113b,mak,"müdüiya ke na chöötü, ñöödö mado etü yawö",müdüiya	ke	na	chö-ötü-0	ñöödö	mado	e-ötü-0	yaawö,puma	QUOT	3.COP	3-nombre-POSS.3	DEMan	puma	REL-nombre-POSS.3	entonces,Mudiya era el nombre de aquel tigre,,,n	ptc	v.i.a	n	pro	n	n	ptc	…,caceresDByekwana,ctoyude-113b,np,
ctoyude-120,mak,"yööje künö'düaakö yawö, unwa medichu aka küntömö tüwü yawö",yööje	kün-ö'dü-aakö	yawö	unwaa	midichu	aka	kün-tö(mö)-i	tüwü	yaawö,así	3S.DIS-decir-PDI	entonces	por_allá.2	planta_sp	dentro	3S.DIS-ir-PRP	3.SG	entonces,así dijo y se fue a meter allá en el midichu,,*tüwü* could refer to 'him' or to 'midichu',ad	v.i.a	ptc	deict	n	pp	v.i.a	pro	ptc	…,caceresDByekwana,ctoyude-120,?,
ctoyude-123,mak,"yööje künö'düaakö tüwü yawö, ñöödö... tinño wütta'jökkö yaawö",yööje	kün-ö'dü-aakö	tüwü	yaawö	ñöödö	t-inño-0	w-tö(mö)-ajö	jökkö	yaawö,así	3S.DIS-decir-PDI	3.SG	entonces	DEMan	3.REFL-esposo-POSS.3	INTR-ir-PTCP	cuando	entonces,"cuando se fue su esposo, ella dijo:",,no comma according to audio,ad	v.i.a	pro	ptc	pro	n	n	pp	ptc	…,caceresDByekwana,ctoyude-123,?,
ctoyude-129,mak,"eetö akö'tojo eetö, iyööne yanwaaka iyö yaawö",eetö	0-akötö-tojo	eetö	iyö-:ne	y-anwaaka	iyö	yaawö,aquí	3O-cortar-INSTR	aquí	DEMin-INTENS	3-entrepierna	DEMin	entonces,"aquí vieron el instrumento para cortar, aquí en la entrepierna",,*iyö* as 'here'?,deict	n	deict	pro	posp	pro	ptc	…,caceresDByekwana,ctoyude-129,?,
ctoyude-176,mak,"möönü, chaasa'diyükomo'jüdü, i'moichomo möönü, kasamjato",möönü	i-kasakidi-yü=komo-jüdü	i'moi=komo	möönü	kasamje-ato,DEM3in	3-picante_líquido-POSS.1=PL-PAS.POS	huevo=PL	DEM3in	amargo-NZR.5,"aquello, su residuo amargo, sus huevos, aquellos que son amargos",,,pro	n	n	n	pro	ad	…,caceresDByekwana,ctoyude-176,np,
ctoyude-216,mak,"iyö toju, ¡küjaa! chü'ta'da wa,",iyö	töju	küjaa	i-tü'ta-'da	wa,DEMin	piedra	caray	INTR.C-acordarse-NEG	1SG.COP,"Aquella piedra, ¡cónchale! no me acuerdo, ",,,pro	n	interj	pref-v.i.o-ptc	v.i.a	…,caceresDByekwana,ctoyude-216,np,
ctoyude-217,mak,"iyö, yeju'ka'jokomoone",iyö	i-w-ejuduka-'jüdü=komo-:ne,DEMin	3S-INTR-caer-LOC=PL-INTENS,ahí donde se cayeron,,initial *iyö* 'there'?,pro	n	…,caceresDByekwana,ctoyude-217,n,
ctoyude-223,mak,"mödöje, mödö'kömma chü'ta'da wa iyö, yeeju'ka'jokomo mödö",mödöje	mödö-'kö-mma	i-tü'ta-'da	wa	iyö	i-w-ejuduka-'jüdü=komo	mödö,así	DEM2in-DIM-EXCL	INTR.C-acordarse-NEG	1SG.COP	DEMin	3S-INTR-caer-LOC=PL	DEM2in,"así es, de esito nada más no me acuerdo, donde se cayeron",,what is *iyö* doing?,ad	pro-suf.n-ptc	pref-v.i.o-ptc	v.i.a	pro	n	pro	…,caceresDByekwana,ctoyude-223,?,
descbuscmat-088,mak,"Yöötö, kanö, edantödü iyö kadajiyu.",yöötö	kanö	0-edantö-dü	iyö	kadajiyu,allá.3	tirita	3O-encontrar-NZR.1	DEMin	tirita,"!Allí se encuentra tiríta, aquella que es kadajiyu",,,deict	n	n	pro	n	…,caceresDByekwana,,np,
descbuscmat-092,mak,¿Tujumö ka tüweiye mödö kadajiyu?,t-jumö	ka	tüw-ei-e	mödö	kadajiyu,3.REFL-junto	QP	PTCP.INTR-COP-PTCPe	DEM2in	tirita,¿Ese kadajiyu están en grupo o juntos?,,,posp	interr	adv	pro	n	…,caceresDByekwana,,np,
descbuscmat-132,mak,¿Kukuyu nenü'jüdü tüweiye tüwü mödö?,kukuyu	n-enü-jüdü	tüw-ei-e	tüwü	mödö,cocuyo	SHR-tomar-PAS.NZR	PTCP.INTR-COP-PTCPe	3.SG	DEM2in,¿Esos también hay chupado por cocuyo?,,what is *tüwü*?,n	nzr-v.t-nzr	adv	pro	pro	…,caceresDByekwana,,?,
desctala-017,mak,"öddajö yaakadü, iyö,",öddaajö	^-yaka-dü	iyö,conuco	3O-cortar_árbol-NZR.1	DEMin,tumbar ese conuco,,afterthought,n	n	pro	…,caceresDByekwana,,n,
desctala-018,mak,"tamedö sotto wö'düjö'a'jökkönñe,",tamedö	sotto	w-ö'dü-jötü-ajö	jökkö-nñe,todo	persona	INTR-llegar-ITER-PTCP	cuando-PL,una vez que toda la gente llega,,,ad	n	n	posp	…,caceresDByekwana,,np,
histana-059,mak,"Iyö inñataje ñña weijüüdü yawö,",iyö	inñataje	ñña	w-ei-jüdü	yawö,DEM	bonito	1+3	INTR-COP-PAS.POS	entonces,Aquello era bonito nuestra vida,,"'that was beautiful our life', but how do the parts fit together?",pro	n	Pro	n	conj	…,caceresDByekwana,,?,
histana-072,mak,Iyö inñataje kajichaana weijüüdü yawö.,iyö	inñataje	kajichaana	w-ei-jüdü	yawö,DEM	bonito	cacique	INTR-COP-PAS.POS	entonces,Esta es la buena vida del cacique,,,pro	n	n	n	conj	…,caceresDByekwana,,np,
